ram_gb,ssd,hdd,graphic_card_gb,Touchscreen,msoffice,Price,rating,Number of Ratings,Number of Reviews,processor_brand_AMD,processor_brand_Intel,processor_brand_M1,ram_type_DDR3,ram_type_DDR4,ram_type_DDR5,ram_type_LPDDR3,ram_type_LPDDR4,ram_type_LPDDR4X,processor_gnrtn_10th,processor_gnrtn_11th,processor_gnrtn_12th,processor_gnrtn_4th,processor_gnrtn_7th,processor_gnrtn_8th,processor_gnrtn_9th,processor_gnrtn_Not Available,high_price
4,512,0,0,1,1,89570,3.0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
4,512,0,0,0,1,68500,4.0,134,22,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
16,512,0,0,0,0,73400,3.0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
16,512,0,2,0,1,79990,3.0,23,6,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
16,512,0,4,0,1,84990,2.0,4,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
16,1024,0,8,0,0,99990,4.0,108,24,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
8,1024,0,4,0,0,72990,4.0,198,24,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1
16,1024,0,0,1,1,92990,3.0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
16,1024,0,0,0,1,84190,3.0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
16,1024,0,0,1,0,112990,3.0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1
4,1024,0,4,0,0,114990,3.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1
4,1024,0,4,0,0,99990,3.0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
4,1024,0,4,0,0,95990,4.0,57,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
4,1024,0,8,0,0,159990,4.0,17,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
4,1024,0,0,0,1,76990,3.0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
4,1024,0,6,0,1,130990,3.0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
4,1024,0,0,0,0,99990,3.0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
4,1024,0,4,0,0,112990,3.0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1
4,1024,0,0,0,1,77988,3.0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
4,1024,0,0,0,1,76000,5.0,1,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
4,1024,0,4,1,0,99990,4.0,77,15,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1
4,1024,0,0,0,0,111000,3.0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
16,1024,0,0,0,1,84970,3.0,2,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1
16,256,1024,4,0,1,75990,4.0,1084,123,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
16,256,1024,6,0,0,89990,4.0,272,36,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
16,256,1024,4,0,0,81990,4.0,141,24,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
4,512,1024,0,0,0,80490,3.0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
16,1024,0,6,0,0,135990,3.0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
16,1024,0,0,0,0,154990,4.0,194,42,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
16,1024,0,8,0,1,199990,4.0,9,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
16,1024,0,4,0,0,114990,4.0,28,4,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
16,1024,0,6,0,1,129990,4.0,204,35,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
16,1024,0,4,1,1,114990,4.0,32,6,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1
4,1024,0,0,0,0,146990,3.0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
4,1024,0,0,0,0,104990,4.0,14,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
4,1024,0,4,1,0,114990,4.0,14,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1
4,1024,0,4,1,1,124990,5.0,3,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1
4,1024,0,0,1,0,134990,3.0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1
4,1024,0,8,0,1,141990,3.0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
4,1024,0,0,0,0,129990,3.0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
4,1024,0,4,1,1,142990,4.0,4,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1
4,1024,0,0,0,0,121990,3.0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
4,1024,0,4,1,1,124990,4.0,44,12,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1
4,1024,0,6,0,0,141990,4.0,61,13,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
4,1024,0,4,0,0,162990,3.0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
4,1024,0,0,0,0,130500,3.0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
4,1024,0,4,0,0,116990,3.0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
4,1024,0,6,0,0,138990,3.0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
4,1024,0,4,1,1,234990,3.0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1
4,1024,0,0,0,0,135990,3.0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
4,1024,0,0,0,0,144990,3.0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
4,1024,0,4,0,0,149990,3.0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
4,1024,0,4,0,0,142990,3.0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1
8,512,0,0,0,0,57490,4.0,18,4,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0
